,Onshore_Offshore,Map_Sheet_Division,Map_Sheet,Block_Number,Province_Code,Province_Name,Municipality_ID,Municipality_Name,Postal_Code,Mining_Work_Code,Mining_Work_Name,Provided_X,Provided_Y,Coordinate_System,X_Rijksdriehoek,Y_Rijksdriehoek,X_TM5_ED50,Y_TM5_ED50,X_UTM31_ED50,Y_UTM31_ED50,Longitude_ED50,Latitude_ED50,X_UTM31_WGS84,Y_UTM31_WGS84,Longitude_WGS84,Latitude_WGS84,Start_Date,End_Date,Wellbore_Sidetrack,NITG_Number,UWI,Wellbore_Code,Wellbore_Name,Wellbore_Objective_Code,Wellbore_Objective,Wellbore_Result_Code,Wellbore_Result,Wellbore_Status,Wellbore_Shape,Kickoff_Depth_AH,Wellbore_Depth_AH,Wellbore_Depth_TVD,X_Deviation_UTM31_ED50,X_End_UTM31_ED50,Y_Deviation_UTM31_ED50,Y_End_UTM31_ED50,Reference_Level,Reference_Level_Height,Relative_To,Wellbore_Depth_AH_Relative_To_NAP_MSL,Wellbore_Depth_TVD_Relative_To_NAP_MSL,Current_Owner,Client,Drilling_Tower_Platform,Drilling_Company,Lithostratigraphy_Code,Chronostratigraphy_Code,Well_Name,Field_Code,Field_Name,Public_Access_From
42,ON,Topografische kaart 1:25.000,15C,,NH,Noord-Holland,80.0,Andijk,1619.0,ADK-GT-01 / ADK-GT-02,Andijk Geothermie 1/2,141923.43,526448.44,RD,141923,526448,513165,5841934,648231,5844176,5.19492837,52.72601766,648140,5843965,5.19364557,52.72525279,18-11-2017,16-12-2017,BRH,B15C0448,5879,ADK-GT-01,ANDIJK-GT-01,EXP-W,Aardwarmte-exploratie,FLR,Technisch mislukt,Plugged back and sidetracked,Gedevieerd,,2115.0,1876.78,-775.16,647452.0,116.0,5844266.0,Rotary Table,6.73,NAP,2108.27,1870.05,ECW Geo Andijk B.V.,ECW Geo Andijk B.V.,T-700,KCA Deutag Drilling Ltd,ZEZ1A,,ANDIJK-GT-01,ADK-GT,Andijk Geothermie,2022-12-16
43,ON,Topografische kaart 1:25.000,15C,,NH,Noord-Holland,80.0,Andijk,1619.0,ADK-GT-01 / ADK-GT-02,Andijk Geothermie 1/2,141923.43,526448.44,RD,141923,526448,513165,5841934,648231,5844176,5.19492837,52.72601766,648140,5843965,5.19364557,52.72525279,16-12-2017,30-12-2017,STR,B15C0452,5885,ADK-GT-01-S1,ANDIJK-GT-01-SIDETRACK1,EXP-W,Aardwarmte-exploratie,WTR,Water,Producing/Injecting,Gedevieerd,2035.0,2358.0,2062.08,-935.24,647296.0,102.91,5844279.0,Rotary Table,6.73,NAP,2351.27,2055.35,ECW Geo Andijk B.V.,ECW Geo Andijk B.V.,T-700,KCA Deutag Drilling Ltd,DCCR,,ANDIJK-GT-01,ADK-GT,Andijk Geothermie,2022-12-30
44,ON,Topografische kaart 1:25.000,15C,,NH,Noord-Holland,80.0,Andijk,1619.0,ADK-GT-01 / ADK-GT-02,Andijk Geothermie 1/2,141925.86,526441.34,RD,141926,526441,513167,5841926,648233,5844169,5.19496462,52.72595391,648142,5843958,5.19368182,52.72518904,03-01-2018,02-02-2018,BRH,B15C0457,5886,ADK-GT-02,ANDIJK-GT-02,DEV-PH,Ontwikkeling aardwarmtewinning,WTR,Water,Producing/Injecting,Gedevieerd,,2253.0,2007.76,-293.36,647940.0,-769.01,5843400.0,Rotary Table,6.73,NAP,2246.27,2001.03,ECW Geo Andijk B.V.,ECW Geo Andijk B.V.,T-700,KCA Deutag Drilling Ltd,DCCR,,ANDIJK-GT-02,ADK-GT,Andijk Geothermie,2023-02-02
45,ON,Topografische kaart 1:25.000,15C,,NH,Noord-Holland,80.0,Andijk,1619.0,ADK-GT-03 / ADK-GT-04,Andijk Geothermie 3/4,141929.1,526431.85,RD,141929,526432,513171,5841917,648237,5844159,5.19501295,52.72586871,648146,5843949,5.19373015,52.72510383,04-02-2018,03-03-2018,BRH,B15C0458,5891,ADK-GT-03,ANDIJK-GT-03,DEV-PH,Ontwikkeling aardwarmtewinning,WTR,Water,Producing/Injecting,Gedevieerd,,2284.0,2064.87,316.23,648553.0,736.34,5844895.0,Rotary Table,6.73,NAP,2277.27,2058.14,ECW Geo Andijk B.V.,ECW Geo Andijk B.V.,T-700,KCA Deutag Drilling Ltd,DC,,ANDIJK-GT-03,ADK-GT,Andijk Geothermie,2023-03-03
46,ON,Topografische kaart 1:25.000,15C,,NH,Noord-Holland,80.0,Andijk,1619.0,ADK-GT-03 / ADK-GT-04,Andijk Geothermie 3/4,141931.52,526424.76,RD,141932,526425,513173,5841910,648240,5844152,5.19504905,52.72580505,648148,5843942,5.19376625,52.72504017,05-03-2018,29-03-2018,BRH,B15C0459,5897,ADK-GT-04,ANDIJK-GT-04,DEV-PH,Ontwikkeling aardwarmtewinning,WTR,Water,Producing/Injecting,Gedevieerd,,2169.0,1959.12,714.28,648954.0,-257.86,5843894.0,Rotary Table,6.73,NAP,2162.27,1952.39,ECW Geo Andijk B.V.,ECW Geo Andijk B.V.,T-700,KCA Deutag Drilling Ltd,DCCR,,ANDIJK-GT-04,ADK-GT,Andijk Geothermie,2023-03-29
47,ON,Topografische kaart 1:25.000,40B,,GL,Gelderland,270.0,Lingewaard,6681.0,,,190910.0,437930.0,RD,190910,437930,562610,5753704,700113,5757315,5.91054301,51.92946406,700021,5757105,5.90929597,51.92868061,03-01-1944,15-02-1944,BRH,B40B0306,1001,AHM-01,ARNHEM-01,EXP-HC,Exploratie koolwaterstof,OIL,Olie,Abandoned,Vertikaal,,662.0,662.0,0.0,700113.0,0.0,5757315.0,Rotary Table,11.01,NAP,650.99,650.99,Nederlandse Aardolie Maatschappij B.V.,Erdöl Niederlande,Conrad Counterflush III,Bataafse Petroleum Maatschappij,NMRFC,,,,,2003-01-01
48,ON,Topografische kaart 1:25.000,37H,,ZH,Zuid-Holland,251.0,Rotterdam,3015.0,,,92014.0,436468.0,RD,92014,436468,463753,5751716,601321,5752610,4.47303959,51.9139321,601230,5752400,4.47175851,51.91313558,10-05-1955,24-09-1955,BRH,B37H0201,1002,AHO-E-55,ROTTERDAM AHOY - E55,VKN-G,Geologische verkenning,DRY,Droog,Abandoned,Vertikaal,,1406.0,1406.0,0.0,601321.0,0.0,5752610.0,Rotary Table,0.12,NAP,1405.88,1405.88,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,,Nederlandse Aardolie Maatschappij B.V.,KNGLG,,,,,2003-01-01
49,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,,,194965.91,570782.14,RD,194966,570782,565949,5886539,699770,5890250,5.98547132,53.12306506,699679,5890039,5.98419852,53.12231964,11-05-1965,19-07-1965,BRH,B11B0048,1003,AKM-01,OUDEGA-AKKRUM-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,2491.8,2491.57,-0.98,699769.0,29.34,5890279.0,Rotary Table,5.0,NAP,2486.8,2486.57,Chevron International Oil Company B.V.,American Overseas Petroleum Limited,Rig No. 6,Drilexco N.V.,DCCR,,OUDEGA-AKKRUM-01,AKM1,Akkrum 1,2003-01-01
50,ON,Topografische kaart 1:25.000,11A,,FR,Friesland,42.0,Boarnsterhim,8491.0,,,184158.29,565533.17,RD,184158,565533,555174,5881233,689143,5884643,5.82356723,53.07659822,689052,5884432,5.82229152,53.07584992,09-08-1965,12-10-1965,BRH,B11A0066,1004,AKM-02,OUDEGA-AKKRUM-02,EVA-HC,Evaluatie koolwaterstof,GOS,Gas en olie shows,Abandoned,Vertikaal,,2487.0,2486.22,-1.69,689141.0,50.55,5884694.0,Rotary Table,5.48,NAP,2481.52,2480.74,Chevron International Oil Company B.V.,American Overseas Petroleum Limited,Rig No. 6,Drilexco N.V.,DC,,,,,2003-01-01
51,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9213.0,,,197571.85,567725.79,RD,197572,567726,568571,5883498,702477,5887282,6.02399117,53.09540277,702386,5887071,6.02271998,53.09465679,29-08-1965,24-10-1965,BRH,B11B0049,1005,AKM-03,OUDEGA-AKKRUM-03,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,2427.0,2426.68,-10.22,702467.0,5.6,5887288.0,Kelly Bushing,5.0,NAP,2422.0,2421.68,Chevron International Oil Company B.V.,American Overseas Petroleum Limited,National 55,Forex,ROSL,,OUDEGA-AKKRUM-03,AKM3,Akkrum 3,2003-01-01
52,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,8497.0,,,190109.92,566266.36,RD,190110,566266,561120,5881998,695067,5885574,5.91244849,53.08282967,694976,5885363,5.91117483,53.08208233,06-12-1965,11-02-1966,BRH,B11B0050,1006,AKM-04,OUDEGA-AKKRUM-04,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2362.0,2350.78,101.11,695168.0,-32.35,5885542.0,Kelly Bushing,5.5,NAP,2356.5,2345.28,Chevron International Oil Company B.V.,American Overseas Petroleum Limited,Rig No. 6,Drilexco N.V.,DC,,,,,2003-01-01
53,ON,Topografische kaart 1:25.000,11E,,FR,Friesland,46.0,Opsterland,9244.0,,,203781.26,563554.19,RD,203781,563554,574801,5879361,708823,5883320,6.11604687,53.05739206,708732,5883108,6.11477885,53.05664566,18-12-1968,29-01-1969,BRH,B11E0050,1007,AKM-05,OUDEGA-AKKRUM-05,EXP-HC,Exploratie koolwaterstof,GOS,Gas en olie shows,Abandoned,Vertikaal,,2412.0,2412.0,0.0,708823.0,0.0,5883320.0,Kelly Bushing,7.01,NAP,2404.99,2404.99,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,EMSCO,Deutag,DCCR,,,,,2003-01-01
54,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,AKM6,Akkrum-6 (verwijderd),196396.37,570471.84,RD,196396,570472,567381,5886236,701211,5889988,6.00679729,53.12016842,701119,5889777,6.00552509,53.11942308,19-05-1976,17-06-1976,BRH,B11B0063,1008,AKM-06,OUDEGA-AKKRUM-06,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,1945.0,1945.0,0.0,701211.0,0.0,5889988.0,Kelly Bushing,4.74,NAP,1940.26,1940.26,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,Franks Explorer 900,KCA Deutag Drilling Ltd,ZEZ3A,,OUDEGA-AKKRUM-06,LW-NIJ,Leeuwarden-Nijega,2003-01-01
55,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9217.0,AKM7/10,Akkrum-7/10 (verwijderd),198038.75,569991.93,RD,198039,569992,569026,5885766,702868,5889563,6.03126264,53.11572705,702777,5889352,6.02999114,53.11498178,28-07-1977,04-09-1977,BRH,B11B0072,1009,AKM-07,OUDEGA-AKKRUM-07,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2095.0,1940.68,-540.95,702327.0,-248.44,5889315.0,Kelly Bushing,6.2,NAP,2088.8,1934.48,Chevron International Oil Company B.V.,Chevron International Oil Company B.V.,Franks Explorer 900,Deutsche Schacht- und Tiefbohr GmbH,ZE,,OUDEGA-AKKRUM-07,LW-NIJ,Leeuwarden-Nijega,2003-01-01
56,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,,,194977.45,570910.77,RD,194977,570911,565960,5886667,699778,5890379,5.98565964,53.12421996,699686,5890168,5.98438681,53.12347457,09-06-1977,24-07-1977,BRH,B11B0126,1010,AKM-08,OUDEGA-AKKRUM-08,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2002.5,1955.4,313.72,700092.0,42.53,5890422.0,Kelly Bushing,6.03,NAP,1996.47,1949.37,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,Franks Explorer 900,Deutsche Schachtbau und Tiefbohr GMBH,ZE,,OUDEGA-AKKRUM-08,LW-NIJ,Leeuwarden-Nijega,2003-01-01
57,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9215.0,,,195419.79,567259.63,RD,195420,567260,566422,5883020,700342,5886744,5.99180942,53.09138069,700250,5886533,5.99053753,53.09063431,20-11-1979,07-01-1980,BRH,B11B0091,1011,AKM-09,OUDEGA-AKKRUM-09,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2603.0,2486.85,190.95,700533.0,504.57,5887249.0,Kelly Bushing,5.36,NAP,2597.64,2481.49,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,DST No. 24,Deutsche Schachtbau und Tiefbahrgesellschaft,DC,,OUDEGA-AKKRUM-09,AKM9,Akkrum 9,2003-01-01
58,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9217.0,AKM7/10,Akkrum-7/10 (verwijderd),198029.94,570010.54,RD,198030,570011,569017,5885784,702859,5889581,6.03113355,53.11589497,702767,5889370,6.02986205,53.1151497,08-05-1978,24-05-1978,BRH,B11B0115,1012,AKM-10,OUDEGA-AKKRUM-10,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,815.0,794.46,76.3,702935.0,-100.31,5889481.0,Kelly Bushing,6.65,NAP,808.35,787.81,Chevron International Oil Company B.V.,Chevron International Oil Company B.V.,Deutag T-10,Neddrill,N,,OUDEGA-AKKRUM-10,OPS,Opeinde-Zuid,2003-01-01
59,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9217.0,AKM7/10,Akkrum-7/10 (verwijderd),198029.94,570010.54,RD,198030,570011,569017,5885784,702859,5889581,6.03113355,53.11589497,702767,5889370,6.02986205,53.1151497,24-05-1978,25-06-1978,STR,B11B0349,5015,AKM-10-S1,OUDEGA-AKKRUM-10-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,605.0,2338.0,1950.78,461.36,703320.0,-1005.32,5888576.0,Kelly Bushing,6.65,NAP,2331.35,1944.13,Chevron International Oil Company B.V.,Chevron International Oil Company B.V.,Deutag T-10,Neddrill,RBSH,,OUDEGA-AKKRUM-10,OPS,Opeinde-Zuid,2003-01-01
60,ON,Topografische kaart 1:25.000,11G,,FR,Friesland,46.0,Opsterland,8409.0,AKM11,Oudega-Akkrum 11 (verwijderd),207178.08,559802.75,RD,207178,559803,578217,5875630,712344,5879683,6.16610061,53.0233659,712252,5879472,6.16483464,53.02261884,10-08-1978,19-10-1978,BRH,B11G0061,1013,AKM-11,OUDEGA-AKKRUM-11,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2513.0,2467.99,269.85,712614.0,-120.32,5879563.0,Kelly Bushing,11.5,NAP,2501.5,2456.49,Chevron Oil Company of the Netherlands,Chevron Oil Company of the Netherlands,T-10,Neddrill Nederland B.V.,DC,,OUDEGA-AKKRUM-11,AKM11,Hemrik (Akkrum 11),2003-01-01
61,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9213.0,,,197586.22,567687.9,RD,197586,567688,568586,5883460,702493,5887245,6.02420067,53.09506118,702401,5887034,6.02292949,53.09431519,26-10-1978,10-01-1979,BRH,B11B0111,1014,AKM-12,OUDEGA-AKKRUM-12,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2688.0,2416.59,-758.79,701734.0,124.52,5887370.0,Kelly Bushing,6.55,NAP,2681.45,2410.04,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,T-10,Neddrill,ROSL,,OUDEGA-AKKRUM-12,AKM3,Akkrum 3,2003-01-01
62,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,46.0,Opsterland,9245.0,,,191830.28,564542.62,RD,191830,564543,562849,5880284,696844,5883909,5.93792433,53.06722596,696753,5883698,5.93665168,53.06647834,12-01-1980,05-03-1980,BRH,B11B0092,1015,AKM-13,OUDEGA-AKKRUM-13,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,2400.0,2399.96,-1.7,696842.0,-0.68,5883908.0,Kelly Bushing,5.4,NAP,2394.6,2394.56,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,DST No. 24,Deutsche Schachtbau-und Tiefbohrgesellschaft GmbH,DC,,OUDEGA-AKKRUM-13,AKM13,Akkrum 13,2003-01-01
63,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,,,195489.78,570321.93,RD,195490,570322,566476,5886082,700309,5889808,5.99323824,53.1188907,700218,5889596,5.99196573,53.11814521,19-05-1981,20-06-1981,BRH,B11B1826,5934,AKM-14,OUDEGA-AKKRUM-14,DEV-HC,Ontwikkeling koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,2209.0,1961.43,-832.02,699477.0,-198.92,5889609.0,Kelly Bushing,9.4,NAP,2199.6,1952.03,Chevron Oil Company of the Netherlands,Chevron Oil Company of the Netherlands,Rig no. 21,Kenting Drilling B.V.,ZE,,OUDEGA-AKKRUM-14,LW-NIJ,Leeuwarden-Nijega,2003-01-01
64,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,,,195489.78,570321.93,RD,195490,570322,566476,5886082,700309,5889808,5.99323824,53.1188907,700218,5889596,5.99196573,53.11814521,20-06-1981,13-07-1981,STR,B11B0119,1016,AKM-14-S1,OUDEGA-AKKRUM-14-SIDETRACK1,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,2009.0,2188.0,1954.65,-808.64,699500.0,-227.05,5889581.0,Kelly Bushing,9.4,NAP,2178.6,1945.25,Vermilion Energy Netherlands B.V.,Chevron Oil Company of the Netherlands B.V.,Rig no. 21,Kenting Drilling B.V.,ZE,,OUDEGA-AKKRUM-14,LW-NIJ,Leeuwarden-Nijega,2003-01-01
65,ON,Topografische kaart 1:25.000,11E,,FR,Friesland,46.0,Opsterland,9247.0,,,208323.29,567465.23,RD,208323,567465,579320,5883296,713233,5887381,6.1844283,53.09210098,713141,5887170,6.18316117,53.09135628,28-11-1981,30-12-1981,BRH,B11E0101,1017,AKM-15,OUDEGA-AKKRUM-15,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Gedevieerd,,2144.0,1976.95,-531.86,712701.0,101.71,5887483.0,Rotary Table,12.14,NAP,2131.86,1964.81,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,Rig no. 21,Kenting Drilling B.V.,ZE,,,,,2003-01-01
66,ON,Topografische kaart 1:25.000,11B,,FR,Friesland,43.0,Smallingerland,9216.0,,,195500.37,570359.41,RD,195500,570359,566486,5886119,700319,5889845,5.99340111,53.11922666,700227,5889634,5.99212859,53.11848118,13-09-1981,22-11-1981,BRH,B11B0120,1018,AKM-16,OUDEGA-AKKRUM-16,DEV-HC,Ontwikkeling koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,,2545.0,2414.54,-463.43,699856.0,-127.02,5889718.0,Kelly Bushing,9.02,NAP,2535.984,2405.53,Chevron International Oil Company B.V.,Chevron Oil Company of the Netherlands,Rig No. 21,Kenting Drilling B.V.,ROSL,,OUDEGA-AKKRUM-16,AKM1,Akkrum 1,2003-01-01
67,ON,Topografische kaart 1:25.000,11A,,FR,Friesland,42.0,Boarnsterhim,9001.0,,,184443.0,567812.0,RD,184443,567812,555446,5883512,689352,5886930,5.82802314,53.0970589,689260,5886719,5.82674706,53.09631128,07-05-1991,22-06-1991,BRH,B11A0200,3789,AKM-17,AKKRUM-17,EVA-HC,Evaluatie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,,2201.0,1987.04,274.96,689627.0,-693.33,5886237.0,Kelly Bushing,7.65,NAP,2193.35,1979.39,Chevron Nederland B.V.,Chevron Nederland B.V.,T-21,Kenting Drilling Company B.V.,ZEZ3A,,,,,2003-01-01
68,ON,Topografische kaart 1:25.000,38C,,ZH,Zuid-Holland,295.0,Alblasserdam,2954.0,,,105930.0,431640.0,RD,105930,431640,477690,5746964,615385,5748242,4.6759608,51.8719401,615294,5748032,4.67468551,51.8711441,17-07-1957,07-09-1957,BRH,B38C0413,1019,ALD-01,ALBLASSERDAM-01,EXP-HC,Exploratie koolwaterstof,OAG,Olie en gas,Abandoned,Vertikaal,,1650.0,1649.9,-5.34,615380.0,4.9,5748247.0,Rotary Table,3.83,NAP,1646.17,1646.07,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,Nederlandse Aardolie Maatschappij B.V.,SLDNA,,,,,2003-01-01
69,ON,Topografische kaart 1:25.000,26A,,FL,Flevoland,108.0,Almere,1312.0,,,141851.0,487550.0,RD,141851,487550,513301,5803048,649445,5805298,5.19538316,52.37644004,649353,5805087,5.1941086,52.37566421,05-07-1976,28-07-1976,BRH,B26A0067,1020,ALE-01,ALMERE-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,1877.0,1875.44,-8.18,649437.0,-56.88,5805241.0,Kelly Bushing,1.9,NAP,1875.1,1873.54,Amoco Netherlands Petroleum Company,Amoco Netherlands Petroleum Company,Rig N. 4,Forex,DCCU,,,,,2003-01-01
70,ON,Topografische kaart 1:25.000,19B,,NH,Noord-Holland,95.0,Alkmaar,1812.0,ALK,Alkmaar,111406.0,513026.0,RD,111406,513026,482730,5828352,618178,5829752,4.74500128,52.60381371,618087,5829541,4.74371045,52.60304103,10-04-1975,14-05-1975,BRH,B19B0139,1021,ALK-01,ALKMAAR-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Closed-in,Gedevieerd,,2588.0,2362.65,719.71,618898.0,656.57,5830409.0,Kelly Bushing,3.75,NAP,2584.25,2358.9,Taqa Energy B.V.,Amoco Netherlands Petroleum Company,T-14,KCA Deutag Drilling Ltd,ROSL,,ALKMAAR-01,ALK,Alkmaar,2003-01-01
71,ON,Topografische kaart 1:25.000,44E,,NB,Noord-Brabant,320.0,Woudrichem,4286.0,,,127831.27,420521.33,RD,127831,420521,499643,5735966,637636,5737848,4.99483006,51.77350202,637545,5737638,4.99356463,51.77270583,27-08-1970,27-09-1970,BRH,B44E0114,1022,ALM-01,ALMKERK-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,2370.0,2369.44,7.22,637643.0,25.12,5737873.0,Rotary Table,5.6,NAP,2364.4,2363.84,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,National 80,KCA Deutag Drilling Ltd,ATWDL,,,,,2003-01-01
72,ON,Topografische kaart 1:25.000,11F,,GR,Groningen,32.0,Leek,9354.0,,,216924.4,568459.59,RD,216924,568460,587913,5884337,721798,5888662,6.31298899,53.10011168,721706,5888451,6.31172486,53.09936833,24-07-1984,22-08-1984,BRH,B11F0088,2478,ALO-01,ALLARDSOOG-01,EXP-HC,Exploratie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,1748.0,1644.03,-401.03,721397.0,-187.23,5888475.0,Rotary Table,11.1,NAP,1736.9,1632.93,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,T-19,KCA Deutag Nederland B.V.,CKGR,,,,,2003-01-01
73,ON,Topografische kaart 1:25.000,11F,,GR,Groningen,32.0,Leek,9354.0,,,216924.4,568459.59,RD,216924,568460,587913,5884337,721798,5888662,6.31298899,53.10011168,721706,5888451,6.31172486,53.09936833,22-08-1984,04-10-1984,STR,B11F0303,5016,ALO-01-S1,ALLARDSOOG-01-SIDETRACK1,EXP-HC,Exploratie koolwaterstof,GSS,Gas shows,Abandoned,Gedevieerd,1159.0,3180.0,2918.87,-996.09,720802.0,-439.2,5888223.0,Rotary Table,11.1,NAP,3168.9,2907.77,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,T-19,KCA Deutag Nederland B.V.,DCCU,,,,,2003-01-01
74,ON,Topografische kaart 1:25.000,31C,,ZH,Zuid-Holland,199.0,Nieuwkoop,2461.0,,,108341.0,462121.0,RD,108341,462121,479938,5777448,616794,5778781,4.70681979,52.14609017,616702,5778571,4.70553887,52.14530289,22-11-1948,21-12-1948,BRH,B31C0114,1023,ALP-01,ALPHEN-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,746.6,746.6,0.0,616794.0,0.0,5778781.0,Rotary Table,0.23,NAP,746.37,746.37,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Conrad Counterflush V,Nederlandse Aardolie Maatschappij B.V.,SLDNA,,,,,2003-01-01
75,ON,Topografische kaart 1:25.000,39G,,GL,Gelderland,291.0,West Maas en Waal,6628.0,,,166320.0,429120.0,RD,166320,429120,538074,5744766,675822,5747703,5.55275048,51.85132781,675731,5747493,5.55149661,51.85053887,20-03-1944,25-04-1944,BRH,B39G0047,1024,ALT-01,ALTFORST-01,EXP-HC,Exploratie koolwaterstof,DRY,Droog,Abandoned,Vertikaal,,654.0,654.0,0.0,675822.0,0.0,5747703.0,Rotary Table,7.0,NAP,647.0,647.0,Nederlandse Aardolie Maatschappij B.V.,Erdöl Niederlande,Conrad Counterflush,Bataafse Petroleum Maatschappij,CKGR,,,,,2003-01-01
76,ON,Topografische kaart 1:25.000,02D,,FR,Friesland,3.0,Ameland,9164.0,,,192967.0,609025.0,RD,192967,609025,563742,5924756,696492,5928407,5.96015984,53.46680909,696401,5928196,5.95887818,53.46607447,24-04-1964,20-10-1964,BRH,B02D0006,1025,AME-01,AMELAND OOST-01,EXP-HC,Exploratie koolwaterstof,GAS,Gas,Abandoned,Vertikaal,,3673.2,3673.2,0.0,696492.0,0.0,5928407.0,Kelly Bushing,13.0,MSL,3660.2,3660.1,Nederlandse Aardolie Maatschappij B.V.,Mobil Producing Netherlands Inc.,Rig No. 61,Santa Fe Drilling Company,DC,LATE WESTPHALIAN A,,,,2003-01-01
77,ON,Topografische kaart 1:25.000,02C,,,,,,,,,188852.0,611238.0,RD,188852,611238,559616,5926946,692305,5930481,5.89844114,53.48696958,692214,5930270,5.89715745,53.48623508,24-11-1973,17-12-1973,BRH,B02C0126,2585,AME-02,AMELAND OOST-02,EVA-HC,Evaluatie koolwaterstof,FLR,Technisch mislukt,Abandoned,Gedevieerd,,1555.0,1438.06,421.58,692727.0,-215.21,5930266.0,Rotary Table,23.6,MSL,1531.4,1414.36,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean I,Transocean Drilling Ltd.,KN,,,,,2003-01-01
78,ON,Topografische kaart 1:25.000,02C,,,,,,,,,188852.0,611238.0,RD,188852,611238,559616,5926946,692305,5930481,5.89844114,53.48696958,692214,5930270,5.89715745,53.48623508,18-12-1973,24-04-1974,STR,B02C0205,1026,AME-02-S1,AMELAND OOST-02-SIDETRACK1,EVA-HC,Evaluatie koolwaterstof,GAS,Gas,Abandoned,Gedevieerd,460.0,4006.0,3556.34,1131.1,693436.0,-1188.47,5929293.0,Rotary Table,23.6,MSL,3982.4,3532.64,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Transocean I,Transocean Drilling Ltd.,ROCLA,,,,,2003-01-01
